Data info
File name: C:\Users\LattePanda\Documents\ConditionPanda\Scripts\AutomationData\LattePanda20210331154216.dxd
Start time: 3/31/2021 15:42:18.000
Number of channels: 1
Sample rate: 5000
Store type: fast on trigger
Post time: 3000


Data1

Time (s),AI 1 (m/s2)
0.0170,0.0105813192203641
0.0172,0.0116512188687921
0.0174,0.0109197860583663
0.0176,0.00979251973330975
0.0178,0.00899798236787319
0.0180,0.00907542929053307
0.0182,0.00836694333702326
0.0184,0.0108050517737865
0.0186,0.0111521231010556
0.0188,0.00890332646667957
0.0190,0.00686392094939947
0.0192,0.00778179708868265
0.0194,0.00865377951413393
0.0196,0.00863656867295504
0.0198,0.00783916469663382
0.0200,0.00522321742027998
0.0202,0.00572231225669384
0.0204,0.00629024812951684
0.0206,0.00542973959818482
0.0208,0.00478148926049471
0.0210,0.00403284654021263
0.0212,0.00254416628740728
0.0214,0.00264169042930007
0.0216,0.00248679891228676
0.0218,0.00192459975369275
0.0220,0.00172668264713138
0.0222,0.00191025796812028
0.0224,0.00310636521317065
0.0226,0.00388656021095812
0.0228,0.00403858348727226
0.0230,0.00267324247397482
0.0232,0.00220569944940507
0.0234,0.0038980336394161
0.0236,0.00141689961310476
0.0238,0.0015574493445456
0.0240,0.00118743046186864
0.0242,0.00311783887445927
0.0244,0.00411029206588864
0.0246,0.00521461199969053
0.0248,0.00302031449973583
0.0250,0.000877647311426699
0.0252,0.00150295032653958
0.0254,0.00180126016493887
0.0256,0.00550431665033102
0.0258,0.0039525325410068
0.0260,0.00424797367304564
0.0262,0.00596899166703224
0.0264,0.00618985528126359
0.0266,0.00699586514383554
0.0268,0.00569649692624807
0.0270,0.00581410015001893
0.0272,0.00581123167648911
0.0274,0.00727409636601806
0.0276,0.00849028304219246
0.0278,0.00836981181055307
0.0280,0.00806863326579332
0.0282,0.00750643434002995
0.0284,0.00778179708868265
0.0286,0.0101940901950002
0.0288,0.0110029680654407
0.0290,0.00878285523504019
0.0292,0.00987857021391392
0.0294,0.00979538820683956
0.0296,0.0112754628062248
0.0298,0.0108681553974748
0.0300,0.00982693955302238
0.0302,0.00959460251033306
0.0304,0.0119351865723729
0.0306,0.0142585597932339
0.0308,0.0137709379196167
0.0310,0.0113500403240323
0.0312,0.0112840682268143
0.0314,0.0132775800302625
0.0316,0.0122449705377221
0.0318,0.0117143224924803
0.0320,0.0122478380799294
0.0322,0.0109111806377769
0.0324,0.0121187623590231
0.0326,0.00899511482566595
0.0328,0.0084013631567359
0.0330,0.00852183438837528
0.0332,0.00920163653790951
0.0334,0.007219597697258
0.0336,0.0055616837926209
0.0338,0.00655987439677119
0.0340,0.00537810893729329
0.0342,0.00463233422487974
0.0344,0.00300310435704887
0.0346,0.00400703120976686
0.0348,0.00256711314432323
0.0350,0.00324691506102681
0.0352,0.00387221830897033
0.0354,0.00225159316323698
0.0356,0.00181560195051134
0.0358,0.00164636853151023
0.0360,0.00253556109964848
0.0362,0.0041504492983222
0.0364,0.0024695887695998
0.0366,0.00116735196206719
0.0368,0.00234338059090078
0.0370,0.00413897586986423
0.0372,0.00271339947357774
0.0374,0.00122471922077239
0.0376,0.00120464072097093
0.0378,0.00242082658223808
0.0380,0.00260440167039633
0.0382,0.00178978673648089
0.0384,0.000628099718596786
0.0386,0.00255277124233544
0.0388,0.00239787972532213
0.0390,0.0039353221654892
0.0392,0.00286542274989188
0.0394,0.00463807117193937
0.0396,0.00415905425325036
0.0398,0.00471264822408557
0.0400,0.00476427935063839
0.0402,0.00505111506208777
0.0404,0.00644800765439868
0.0406,0.00456923060119152
0.0408,0.00623574946075678
0.0410,0.00619559222832322
0.0412,0.00636482564732432
0.0414,0.00698439218103886
0.0416,0.00886603817343712
0.0418,0.00951715651899576
0.0420,0.00917008519172668
0.0422,0.0095831286162138
0.0424,0.0108136562630534
0.0426,0.0115823782980442
0.0428,0.0105813192203641
0.0430,0.011117703281343
0.0432,0.0121703930199146
0.0434,0.0127067761495709
0.0436,0.0140319596976042
0.0438,0.0131599772721529
0.0440,0.0134812342002988
0.0442,0.0140835903584957
0.0444,0.0124428858980536
0.0446,0.0115766413509846
0.0448,0.0113500403240323
0.0450,0.0125117283314466
0.0452,0.011889292858541
0.0454,0.0110316518694162
0.0456,0.0106071345508099
0.0458,0.0105325570330024
0.0460,0.0108452085405588
0.0462,0.0105124786496162
0.0464,0.0107677634805441
0.0466,0.00962328538298607
0.0468,0.0103260343894362
0.0470,0.00857633352279663
0.0472,0.00717944046482444
0.0474,0.00676066009327769
0.0476,0.0071909143589437
0.0478,0.00580549472942948
0.0480,0.0048417248763144
0.0482,0.005730917211622
0.0484,0.00352227780967951
0.0486,0.0034993311855942
0.0488,0.0029600786510855
0.0490,0.00149434537161142
0.0492,0.000694072048645467
0.0494,0.000633836432825774
0.0496,0.00251261400990188
0.0498,0.00189017946831882
0.0500,0.00168365729041398
0.0502,0.000955093128141016
0.0504,0.000303974695270881
0.0506,0.00127061305101961
0.0508,0.000863305467646569
0.0510,0.000481813185615465
0.0512,0.00127348129171878
0.0514,0.000869042181875557
0.0516,0.00109277456067502
0.0518,0.000433051056461409
0.0520,-0.000413116038544103
0.0522,0.000232265621889383
0.0524,0.000292501266812906
0.0526,0.00179552333429456
0.0528,0.000685466977301985
0.0530,0.00117022031918168
0.0532,0.000298237981041893
0.0534,0.0010468807304278
0.0536,0.00197909865528345
0.0538,0.00294573698192835
0.0540,0.00282526575028896
0.0542,0.00300884107127786
0.0544,0.00352801475673914
0.0546,0.00437418138608336
0.0548,0.00534655712544918
0.0550,0.00695570837706327
0.0552,0.0073888311162591
0.0554,0.00742325140163302
0.0556,0.00660003116354346
0.0558,0.00758961634710431
0.0560,0.00773016642779112
0.0562,0.00727696483954787
0.0564,0.00824647210538387
0.0566,0.00962615478783846
0.0568,0.00919303111732006
0.0570,0.00915000587701798
0.0572,0.0110001005232334
0.0574,0.0108452085405588
0.0576,0.0116684287786484
0.0578,0.0109054446220398
0.0580,0.00973515212535858
0.0582,0.0108337355777621
0.0584,0.0113127520307899
0.0586,0.0102428523823619
0.0588,0.0100105153396726
0.0590,0.00868533086031675
0.0592,0.00900945626199245
0.0594,0.0104034813120961
0.0596,0.00946552585810423
0.0598,0.0077100875787437
0.0600,0.00866812095046043
0.0602,0.00797684583812952
0.0604,0.00846446771174669
0.0606,0.00644227117300034
0.0608,0.00563052482903004
0.0610,0.00725114997476339
0.0612,0.0058542569167912
0.0614,0.00613822462037206
0.0616,0.00337885995395482
0.0618,0.0028768964111805
0.0620,0.00266463728621602
0.0622,0.0038980336394161
0.0624,0.00246098381467164
0.0626,0.00243803672492504
0.0628,0.00180986523628235
0.0630,0.00433402461931109
0.0632,0.00481877801939845
0.0634,0.00250687752850354
0.0636,0.00145418825559318
0.0638,0.00108130113221705
0.0640,0.00180986523628235
0.0642,0.00122471922077239
0.0644,0.000834621896501631
0.0646,-0.000481956754811108
0.0648,0.00121324579231441
0.0650,0.00173241936136037
0.0652,0.000605152803473175
0.0654,4.00853023165837E-005
0.0656,0.000639573147054762
0.0658,0.00136813730932772
0.0660,0.00176397140603513
0.0662,0.00283960765227675
0.0664,0.00297155231237412
0.0666,0.00325265200808644
0.0668,0.00446023279801011
0.0670,0.00361693371087313
0.0672,0.00485319877043366
0.0674,0.00589728262275457
0.0676,0.00486180325970054
0.0678,0.00496793305501342
0.0680,0.00717083550989628
0.0682,0.00668895058333874
0.0684,0.00803421251475811
0.0686,0.00829236581921577
0.0688,0.00814607925713062
0.0690,0.00942536909133196
0.0692,0.0104149542748928
0.0694,0.0114963268861175
0.0696,0.0101596703752875
0.0698,0.00836120638996363
0.0700,0.0087713822722435
0.0702,0.0105239525437355
0.0704,0.0107964463531971
0.0706,0.00960894394665956
0.0708,0.00891480036079884
0.0710,0.0106071345508099
0.0712,0.0127985635772347
0.0714,0.0110890194773674
0.0716,0.0103747975081205
0.0718,0.0117430062964559
0.0720,0.0122707858681679
0.0722,0.0103174299001694
0.0724,0.010351849719882
0.0726,0.00964910071343183
0.0728,0.0094597889110446
0.0730,0.0108251301571727
0.0732,0.0103289028629661
0.0734,0.00906108692288399
0.0736,0.00684097362682223
0.0738,0.00930202938616276
0.0740,0.00817476212978363
0.0742,0.00473272707313299
0.0744,0.00543547607958317
0.0746,0.00441720709204674
0.0748,0.00489622354507446
0.0750,0.00170947250444442
0.0752,0.00161194824613631
0.0754,0.00210530660115182
0.0756,0.00135666388086975
0.0758,0.00227167177945375
0.0760,0.00130216497927904
0.0762,0.0002810278092511
0.0764,0.000846095324959606
0.0766,0.00175536633469164
0.0768,0.00110137963201851
0.0770,0.000106057646917179
0.0772,-0.000304118264466524
0.0774,-5.457067527459E-005
0.0776,0.000129004562040791
0.0778,0.000679730263072997
0.0780,-0.00151456741150469
0.0782,-0.00139983289409429
0.0784,0.000140478005050682
0.0786,-0.000266829534666613
0.0788,-0.000651190173812211
0.0790,3.43485771736596E-005
0.0792,-0.00255578313954175
0.0794,-0.00284261954948306
0.0796,-6.60441291984171E-005
0.0798,-0.000183647003723308
0.0800,0.00186436413787305
0.0802,0.00136813730932772
0.0804,0.00164063181728125
0.0806,0.00161194824613631
0.0808,0.00319528463296592
0.0810,0.00286542274989188
0.0812,0.00282813399098814
0.0814,0.00209383317269385
0.0816,0.00565060321241617
0.0818,0.00658568972721696
0.0820,0.00664018886163831
0.0822,0.00829810183495283
0.0824,0.00815755221992731
0.0826,0.010136722587049
0.0828,0.0110918879508972
0.0830,0.0120470523834229
0.0832,0.0105440299957991
0.0834,0.0130194276571274
0.0836,0.0105956606566906
0.0838,0.0100133828818798
0.0840,0.0120355794206262
0.0842,0.0122793894261122
0.0844,0.0135586801916361
0.0846,0.0130739267915487
0.0848,0.0116254035383463
0.0850,0.0111980177462101
0.0852,0.0116397449746728
0.0854,0.0108366040512919
0.0856,0.011547957547009
0.0858,0.0115049313753843
0.0860,0.0106845805421472
0.0862,0.00915861129760742
0.0864,0.0103317713364959
0.0866,0.00834399648010731
0.0868,0.00787071604281664
0.0870,0.00861362274736166
0.0872,0.00674344971776009
0.0874,0.00628451118245721
0.0876,0.00780761241912842
0.0878,0.00781048089265823
0.0880,0.00601488491520286
0.0882,0.00577107444405556
0.0884,0.00402424158528447
0.0886,0.00312070711515844
0.0888,0.00306047149933875
0.0890,0.00258432328701019
0.0892,0.00351367308758199
0.0894,0.00307481316849589
0.0896,0.0015000820858404
0.0898,-0.000272566277999431
0.0900,0.000364210311090574
0.0902,0.00248393067158759
0.0904,0.00111858977470547
0.0906,0.000384288839995861
0.0908,-0.000519245455507189
0.0910,0.000246607436565682
0.0912,0.00143984647002071
0.0914,0.000418709212681279
0.0916,0.00117595703341067
0.0918,-0.000441799667896703
0.0920,0.00183854892384261
0.0922,0.000765781151130796
0.0924,0.00194180989637971
0.0926,0.0023548542521894
0.0928,0.000344131782185286
0.0930,0.000174898363184184
0.0932,0.000553522258996964
0.0934,0.000421577598899603
0.0936,0.00232903892174363
0.0938,0.000917804369237274
0.0940,0.00192173139657825
0.0942,0.00298302574083209
0.0944,0.00235772249288857
0.0946,0.00386648159474134
0.0948,0.0044745746999979
0.0950,0.00534655712544918
0.0952,0.00550144864246249
0.0954,0.00677787000313401
0.0956,0.00580549472942948
0.0958,0.00684384210035205
0.0960,0.00660863658413291
0.0962,0.00623574946075678
0.0964,0.00852183438837528
0.0966,0.0100822234526277
0.0968,0.0102141695097089
0.0970,0.00955444481223822
0.0972,0.0089262742549181
0.0974,0.0100965658202767
0.0976,0.00986709631979465
0.0978,0.0100592775270343
0.0980,0.011057467199862
0.0982,0.0135185224935412
0.0984,0.0119667379185557
0.0986,0.0104264272376895
0.0988,0.0115020638331771
0.0990,0.0122679164633155
0.0992,0.0111951483413577
0.0994,0.0110660726204515
0.0996,0.0106673697009683
0.0998,0.00935079157352447
0.1000,0.00985849183052778
0.1002,0.00987857021391392
0.1004,0.0086021488532424
0.1006,0.00880006607621908
0.1008,0.00838415324687958
0.1010,0.00669181859120727
0.1012,0.00690120924264193
0.1014,0.00470117526128888
0.1016,0.00442868052050471
0.1018,0.00612675165757537
0.1020,0.00518019171431661
0.1022,0.00319815287366509
0.1024,0.00405005645006895
0.1026,0.00638490403071046
0.1028,0.00472412211820483
0.1030,0.00357390870340168
0.1032,0.00239787972532213
0.1034,0.0013308486668393
0.1036,0.00207662303000689
0.1038,0.00321249477565289
0.1040,0.00268758437596262
0.1042,0.000430182670243084
0.1044,0.000608021218795329
0.1046,0.00041297246934846
0.1048,0.00162342167459428
0.1050,0.0021856208331883
0.1052,0.000817411637399346
0.1054,0.00155171263031662
0.1056,0.00208235974423587
0.1058,0.00193607329856604
0.1060,-0.000407379295211285
0.1062,0.00154023908544332
0.1064,0.000326921581290662
0.1066,0.000169161634403281
0.1068,0.00201351917348802
0.1070,0.00181560195051134
0.1072,0.00357390870340168
0.1074,0.00229175016283989
0.1076,0.00428813090547919
0.1078,0.00534082017838955
0.1080,0.00503103667870164
0.1082,0.00411316100507975
0.1084,0.00553013198077679
0.1086,0.00651398068293929
0.1088,0.00696718180552125
0.1090,0.00795963499695063
0.1092,0.00881153903901577
0.1094,0.00959173403680325
0.1096,0.0114160133525729
0.1098,0.0101625379174948
0.1100,0.0100793559104204
0.1102,0.0110746780410409
0.1104,0.0111750708892941
0.1106,0.0107821049168706
0.1108,0.00978104583919048
0.1110,0.0117831630632281
0.1112,0.012417072430253
0.1114,0.0126981707289815
0.1116,0.0123625723645091
0.1118,0.0132001349702477
0.1120,0.01253467425704
0.1122,0.0127526689320803
0.1124,0.0110832825303078
0.1126,0.0102514578029513
0.1128,0.0104895317927003
0.1130,0.0108767608180642
0.1132,0.00955444481223822
0.1134,0.0100936973467469
0.1136,0.00991299096494913
0.1138,0.00760969519615173
0.1140,0.00739456806331873
0.1142,0.00688113132491708
0.1144,0.00562765635550022
0.1146,0.00489909201860428
0.1148,0.00474706897512078
0.1150,0.00477862125262618
0.1152,0.00454054679721594
0.1154,0.00431681470945478
0.1156,0.00599767547100782
0.1158,0.00497080106288195
0.1160,0.00370011664927006
0.1162,0.00351940956898034
0.1164,0.00409308215603232
0.1166,0.00275642494671047
0.1168,0.00107556430157274
0.1170,8.53330948302755E-006
0.1172,-0.000341406965162605
0.1174,0.00171234097797424
0.1176,0.00153737084474415
0.1178,4.86903882119805E-005
0.1180,0.000780122936703265
0.1182,0.000722755677998066
0.1184,0.00111572141759098
0.1186,-0.000493430183269084
0.1188,0.000608021218795329
0.1190,0.00183568056672812
0.1192,0.00193320482503623
0.1194,0.00138534745201468
0.1196,0.000126136190374382
0.1198,-0.000981051940470934
0.1200,0.000843226967845112
0.1202,0.000823148409835994
0.1204,0.00165497360285372
0.1206,0.00177544495090842
0.1208,-0.000226672447752208
0.1210,0.000854700396303087
0.1212,0.00228314520791173
0.1214,0.0044430224224925
0.1216,0.00378043064847589
0.1218,0.00272487313486636
0.1220,0.00393819063901901
0.1222,0.00585138844326138
0.1224,0.00769287766888738
0.1226,0.00887464359402657
0.1228,0.00894922111183405
0.1230,0.00767566729336977
0.1232,0.011094756424427
0.1234,0.0117458747699857
0.1236,0.0130050862208009
0.1238,0.0117487423121929
0.1240,0.0120556587353349
0.1242,0.0117602162063122
0.1244,0.0111062303185463
0.1246,0.011459038592875
0.1248,0.0117917684838176
0.1250,0.0126293301582336
0.1252,0.0144421355798841
0.1254,0.0141409579664469
0.1256,0.0133177377283573
0.1258,0.0130079537630081
0.1260,0.0119065027683973
0.1262,0.0134152621030808
0.1264,0.0121216299012303
0.1266,0.0115680368617177
0.1268,0.0110545996576548
0.1270,0.0107734994962811
0.1272,0.010561240836978
0.1274,0.00807150173932314
0.1276,0.00991872698068619
0.1278,0.00968352146446705
0.1280,0.00783342681825161
0.1282,0.00485319877043366
0.1284,0.005564552731812
0.1286,0.00580549472942948
0.1288,0.00516871828585863
0.1290,0.00495359115302563
0.1292,0.00563626131042838
0.1294,0.00522034894675016
0.1296,0.00463520269840956
0.1298,0.0051945336163044
0.1300,0.00453481031581759
0.1302,0.0032067580614239
0.1304,0.00124192936345935
0.1306,0.00222004111856222
0.1308,0.00306620844639838
0.1310,0.00287976465187967
0.1312,2.79658388535609E-006
0.1314,-0.000806081749033183
0.1316,0.000978040043264627
0.1318,0.00138247921131551
0.1320,0.00123906100634485
0.1322,-0.000869185721967369
0.1324,0.000444524484919384
0.1326,0.00107269594445825
0.1328,0.00163202674593776
0.1330,0.000194976892089471
0.1332,-0.000137753202579916
0.1334,0.000530575343873352
0.1336,0.000860437110532075
0.1338,0.00139682099688798
0.1340,0.00204220251180232
0.1342,0.00342475366778672
0.1344,0.00302891945466399
0.1346,0.00356530351564288
0.1348,0.00363988080061972
0.1350,0.00602062232792377
0.1352,0.00556742073968053
0.1354,0.00537810893729329
0.1356,0.00490482896566391
0.1358,0.00815468467772007
0.1360,0.00744906673207879
0.1362,0.00799405574798584
0.1364,0.00721099274232984
0.1366,0.00757240643724799
0.1368,0.00885169580578804
0.1370,0.00930202938616276
0.1372,0.0104034813120961
0.1374,0.00988430716097355
0.1376,0.00984988640993834
0.1378,0.00918729417026043
0.1380,0.010136722587049
0.1382,0.0104809263721108
0.1384,0.0104895317927003
0.1386,0.0116856386885047
0.1388,0.011206622235477
0.1390,0.0122334966436028
0.1392,0.0110431257635355
0.1394,0.0103834019973874
0.1396,0.0119839487597346
0.1398,0.0106903165578842
0.1400,0.0121675236150622
0.1402,0.00933358166366816
0.1404,0.00947699975222349
0.1406,0.0102141695097089
0.1408,0.00976383592933416
0.1410,0.00784776918590069
0.1412,0.0072224666364491
0.1414,0.00880006607621908
0.1416,0.00822352524846792
0.1418,0.00668895058333874
0.1420,0.00615543499588966
0.1422,0.00688686780631542
0.1424,0.00509127229452133
0.1426,0.00491630239412189
0.1428,0.00392384873703122
0.1430,0.00323831010609865
0.1432,0.00324978353455663
0.1434,0.00443441746756434
0.1436,0.00510274618864059
0.1438,0.00415331777185202
0.1440,0.003244046587497
0.1442,0.00179839180782437
0.1444,0.00434836652129889
0.1446,0.00199057208374143
0.1448,0.000590811017900705
0.1450,-0.00030124990735203
0.1452,0.000458866299595684
0.1454,0.00065965170506388
0.1456,0.000318316509947181
0.1458,-0.00101260398514569
0.1460,0.000235133979003876
0.1462,0.00257284985855222
0.1464,0.000126136190374382
0.1466,0.000728492392227054
0.1468,0.000926409440580755
0.1470,0.000433051056461409
0.1472,0.000800201552920044
0.1474,0.000757176021579653
0.1476,0.000748570950236172
0.1478,0.001887310994789
0.1480,0.000131872919155285
0.1482,0.000120399468869437
0.1484,0.00237206439487636
0.1486,0.00448317965492606
0.1488,0.00301170931197703
0.1490,0.00290844822302461
0.1492,0.0036599594168365
0.1494,0.00461799232289195
0.1496,0.00443728594109416
0.1498,0.00574812758713961
0.1500,0.00734006892889738
0.1502,0.00715075712651014
0.1504,0.00715362513437867
0.1506,0.00838415324687958
0.1508,0.0105210840702057
0.1510,0.0096921268850565
0.1512,0.0103432452306151
0.1514,0.0105096101760864
0.1516,0.0103346407413483
0.1518,0.0103375082835555
0.1520,0.0115106692537665
0.1522,0.0124371498823166
0.1524,0.0124801760539413
0.1526,0.0131456349045038
0.1528,0.010968548245728
0.1530,0.0110746780410409
0.1532,0.012861667200923
0.1534,0.0105325570330024
0.1536,0.00856485962867737
0.1538,0.00863656867295504
0.1540,0.00965770706534386
0.1542,0.00795389898121357
0.1544,0.00688113132491708
0.1546,0.00763837900012732
0.1548,0.00731999054551125
0.1550,0.00715362513437867
0.1552,0.00480730459094048
0.1554,0.00403858348727226
0.1556,0.00433689309284091
0.1558,0.00520027009770274
0.1560,0.0039353221654892
0.1562,0.00390663836151361
0.1564,0.00351940956898034
0.1566,0.00198770361021161
0.1568,0.00224872468970716
0.1570,0.000203581977984868
0.1572,0.00231182877905667
0.1574,0.000301106338156387
0.1576,0.000169161634403281
0.1578,6.59005672787316E-005
0.1580,0.000705545535311103
0.1582,0.00123332429211587
0.1584,0.00109851127490401
0.1586,0.00161194824613631
0.1588,0.0010497490875423
0.1590,0.000481813185615465
0.1592,-0.00202226778492332
0.1594,-0.00164364383090287
0.1596,-0.00195055874064565
0.1598,-0.00161209178622812
0.1600,-0.00134246563538909
0.1602,-0.00206816149875522
0.1604,-0.00100973551161587
0.1606,0.00223438302055001
0.1608,0.000917804369237274
0.1610,0.000559258973225951
0.1612,0.00252695591188967
0.1614,0.00142550468444824
0.1616,0.00150868715718389
0.1618,0.000679730263072997
0.1620,0.00108416937291622
0.1622,0.00231469725258648
0.1624,0.00292852683924139
0.1626,0.00458644051104784
0.1628,0.00608372641727328
0.1630,0.00526911066845059
0.1632,0.00832104869186878
0.1634,0.00746054016053677
0.1636,0.00718517741188407
0.1638,0.00757814291864634
0.1640,0.00656561087816954
0.1642,0.00826081354171038
0.1644,0.0106329498812556
0.1646,0.0100850919261575
0.1648,0.00853043980896473
0.1650,0.00936513300985098
0.1652,0.00965770706534386
0.1654,0.0111263077706099
0.1656,0.0109054446220398
0.1658,0.0114561701193452
0.1660,0.0104063488543034
0.1662,0.0102772731333971
0.1664,0.010842340067029
0.1666,0.0128157734870911
0.1668,0.0119925541803241
0.1670,0.0100650144740939
0.1672,0.00895782560110092
0.1674,0.00863370019942522
0.1676,0.010627212934196
0.1678,0.0088029345497489
0.1680,0.00830670725554228
0.1682,0.00805716030299663
0.1684,0.00849315151572227
0.1686,0.00830097123980522
0.1688,0.00532934628427029
0.1690,0.00516871828585863
0.1692,0.00526624266058207
0.1694,0.00614109355956316
0.1696,0.00464093964546919
0.1698,0.00386361312121153
0.1700,0.00197336194105446
0.1702,0.00317233777604997
0.1704,0.0020708863157779
0.1706,0.00244951015338302
0.1708,0.00350793614052236
0.1710,0.00355096161365509
0.1712,0.00147713511250913
0.1714,0.00158613291569054
0.1716,0.0008202800527215
0.1718,0.00033265832462348
0.1720,-0.00137975439429283
0.1722,-0.000467614969238639
0.1724,-0.000218067361856811
0.1726,-0.00125067797489464
0.1728,-0.00137975439429283
0.1730,-0.000590954557992518
0.1732,0.0016635786741972
0.1734,0.000590811017900705
0.1736,-0.000972446810919791
0.1738,-0.00172969466075301
0.1740,-0.000499166955705732
0.1742,0.000688335334416479
0.1744,0.000608021218795329
0.1746,0.00230322359129786
0.1748,0.00241795810870826
0.1750,0.00270766299217939
0.1752,0.00181847030762583
0.1754,0.00526337418705225
0.1756,0.00463520269840956
0.1758,0.00222577783279121
0.1760,0.00484746182337403
0.1762,0.0054096607491374
0.1764,0.00558176264166832
0.1766,0.00558463111519814
0.1768,0.00891480036079884
0.1770,0.00700733903795481
0.1772,0.00630459003150463
0.1774,0.00672337086871266
0.1776,0.00921597797423601
0.1778,0.00928768794983625
0.1780,0.0111062303185463
0.1782,0.0114045394584537
0.1784,0.00888037960976362
0.1786,0.0106558967381716
0.1788,0.00959173403680325
0.1790,0.0114188818261027
0.1792,0.0130796637386084
0.1794,0.0131972655653954
0.1796,0.0107017904520035
0.1798,0.00991012249141932
0.1800,0.00985849183052778
0.1802,0.00945118442177773
0.1804,0.00984988640993834
0.1806,0.00988143868744373
0.1808,0.0100850919261575
0.1810,0.0105067417025566
0.1812,0.0101338550448418
0.1814,0.00891766883432865
0.1816,0.00822065677493811
0.1818,0.00827228743582964
0.1820,0.0088172759860754
0.1822,0.00727696483954787
0.1824,0.00524903228506446
0.1826,0.00673484476283193
0.1828,0.00808297470211983
0.1830,0.0072224666364491
0.1832,0.00634761527180672
0.1834,0.00454054679721594
0.1836,0.00396113749593496
0.1838,0.00494498573243618
0.1840,0.00588007224723697
0.1842,0.00363988080061972
0.1844,0.00292565836571157
0.1846,0.00203359755687416
0.1848,0.000387157226214185
0.1850,0.00204793945886195
0.1852,0.00286542274989188
0.1854,-0.0003155916929245
0.1856,0.00154310755897313
0.1858,0.00212251674383879
0.1860,0.00121324579231441
0.1862,0.00053631205810234
0.1864,0.000699808762874454
0.1866,0.00181560195051134
0.1868,0.00230322359129786
0.1870,0.00202499236911535
0.1872,0.000679730263072997
0.1874,-0.000218067361856811
0.1876,0.0011616152478382
0.1878,0.000390025554224849
0.1880,0.00186436413787305
0.1882,0.00322396820411086
0.1884,0.00207662303000689
0.1886,0.0013308486668393
0.1888,0.00197909865528345
0.1890,0.00347351585514843
0.1892,0.00403284654021263
0.1894,0.00546989636495709
0.1896,0.00473559554666281
0.1898,0.00803994946181774
0.1900,0.00854478124529123
0.1902,0.00779613852500916
0.1904,0.00857346504926681
0.1906,0.00930776633322239
0.1908,0.00900945626199245
0.1910,0.00978965125977993
0.1912,0.00979538820683956
0.1914,0.0101424595341086
0.1916,0.0107964463531971
0.1918,0.0102371154353023
0.1920,0.0126809608191252
0.1922,0.0124486237764359
0.1924,0.0132833179086447
0.1926,0.0119839487597346
0.1928,0.0128530636429787
0.1930,0.0143876373767853
0.1932,0.0132689755409956
0.1934,0.0107849733904004
0.1936,0.010478057898581
0.1938,0.0129821384325624
0.1940,0.0115594305098057
0.1942,0.0097982557490468
0.1944,0.0110890194773674
0.1946,0.0102916145697236
0.1948,0.00885169580578804
0.1950,0.00771295605227351
0.1952,0.00935652852058411
